business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
La Carreta Mexican Restaurant,Delicious food. Friendly staff!!!!,Valid,"The review describes a genuine dining experience at the Mexican restaurant, praising the food and staff, which is relevant to the business type and consistent with the 5-star rating.",,,,La Carreta Mexican Restaurant,,"['Mexican restaurant', 'Latin American restaurant']"
Five Guys,Always great... Can't miss.,Valid,"The review expresses a positive experience ('Always great') that is relevant to the restaurant, and the 5-star rating is consistent with the positive sentiment about the food quality.",,,,Five Guys,"Fast-food chain with made-to-order burgers, fries & hot dogs, plus free peanuts while you wait.","['Hamburger restaurant', 'American restaurant', 'Fast food restaurant', 'Hot dog restaurant', 'Hot dog stand', 'Restaurant']"
Ralph Engelstad Arena,WORK at LITTLE CAESAR'S,Irrelevant,"The review text 'WORK at LITTLE CAESAR'S' is completely unrelated to Ralph Engelstad Arena, which is an indoor sports arena and event venue. The text appears to be about employment at a pizza chain rather than an experience at the arena.",,,,Ralph Engelstad Arena,"Indoor sports arena at UND Grand Forks hosting college hockey games & concerts, with 11,600 seats.","['Arena', 'Corporate entertainment service', 'Event venue', 'Group accommodation', 'Hockey rink', 'Wedding venue']"
Tea & Crepe Fargo,"Such a unique new concept. Tasty also. Not filling and overly sugared, unless you choose the sugary toppings. Watching the rolls be made is an experience in itself.",Valid,"The review describes a genuine dining experience at the location, mentioning the taste, portion size, sugar content, toppings, and the visual experience of watching food preparation. The 5-star rating is consistent with the positive text, and the content is clearly relevant to a crêperie/bubble tea establishment.",,,,Tea & Crepe Fargo,,"['Ice cream shop', 'Bubble tea store', 'Crêperie']"
Whale of a Wash,Pretty clean location kinda busy when i was tgere but maybe not always?,Valid,"The review describes a genuine experience at the car wash location, commenting on cleanliness and business level, which are relevant aspects for a self-service car wash business.",,,,Whale of a Wash,,"['Self service car wash', 'Car detailing service', 'Food', 'Laundry']"
Shotgun Sally's,"Weak drinks! Staff is nice, but let's be honest if the drinks aren't good you're not going to stay.",Valid,"The review provides a genuine experience about the drinks and staff at this bar & grill establishment. The 2-star rating is consistent with the mixed feedback (weak drinks but nice staff), and the content is directly relevant to the business category.",,,,Shotgun Sally's,,"['American restaurant', 'Bar & grill', 'Live music venue']"
Sanctuary Events Center,Good atmosphere great sound,Valid,"The review describes a genuine experience at the event venue, commenting on relevant aspects like atmosphere and sound quality, which are appropriate for an event/concert venue. The 4-star rating is consistent with the positive feedback.",,,,Sanctuary Events Center,,"['Event venue', 'Concert hall', 'Wedding venue']"
Red Raven Espresso Parlor,One of the best if not the best place for coffee. Regular live music from local artists. Support this place!,Valid,"The review describes a genuine experience at the coffee shop, mentioning specific aspects like coffee quality and live music that align with the business categories (Coffee shop, Live music venue). The 5-star rating is consistent with the positive feedback.",,,,Red Raven Espresso Parlor,,"['Coffee shop', 'Art gallery', 'Comedy club', 'Event venue', 'Live music venue']"
Cenex,Always clean,Valid,"The review describes a genuine experience about the cleanliness of the gas station/truck stop, which is directly relevant to the business category and provides useful information for other customers.",,,,Cenex,,['Gas station']
Totten Trail,"Great food, great service!",Valid,"The review describes a genuine experience with food and service, which is relevant to the business categories (Bar & grill, Campground, Gas station, Motel) that would typically offer food service. The 5-star rating is consistent with the positive feedback.",,,,Totten Trail,,"['Bar & grill', 'Campground', 'Gas station', 'Motel']"
Dempsey's Public House,Live music is spot on,Valid,The review mentions 'live music' which directly relates to the business description that highlights 'live music & karaoke' and the category includes 'Live music venue'. The 4-star rating is consistent with the positive feedback about the live music quality.,,,,Dempsey's Public House,"Laid-back tavern featuring cocktails & draft beer, plus basic pub grub, live music & karaoke.","['Bar & grill', 'Casino', 'Irish pub', 'Karaoke bar', 'Live music venue']"
Marcus West Acres Cinema,"Dreamlounger recliners, and reserved seating.",Valid,The review describes specific features of the movie theater (Dreamlounger recliners and reserved seating) that are relevant to the cinema experience and align with the business category and description.,,,,Marcus West Acres Cinema,Theater chain for mainstream films; most offer enhanced picture & sound & expanded dining options.,['Movie theater']
Rhombus Guys,We love Rhombus!,Valid,The review expresses genuine positive sentiment about the business with a 5-star rating that matches the enthusiastic text. The comment directly references the business name 'Rhombus' and shows a personal experience.,,,,Rhombus Guys,Gourmet pizzas with plenty of veggie options dished out in a funky storefront with lots of taps.,"['Pizza restaurant', 'Bar', 'Live music venue', 'Restaurant']"
McDonald's,"Its McDonald's,  not a big fan, just quick.",Valid,"The review provides a genuine assessment of the McDonald's experience, mentioning it's quick service but expressing personal preference ('not a big fan'). The 3-star rating aligns with the neutral sentiment, and the content is directly relevant to the fast-food restaurant.",,,,McDonald's,,['Fast food restaurant']
Applebee's Grill + Bar,The food here is ok at best. Anything fried tastes of old grease and everything is dreadfully underseasoned. The dining room is filthy with dirty floors and dead insects and grime on the windowsills. We had 4 different servers during our meal and they all seemed 100% uninterested in us. We decided to give this place one more shot during a charity promotion and will not be back.,Valid,"The review describes a genuine dining experience at Applebee's, providing specific details about food quality, cleanliness, and service. The 1-star rating is consistent with the detailed negative feedback about the restaurant experience.",,,,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']"
Burger King,I especially love the Burger Kings 2 for 1 meals using the coupon. The Burger Kings North location on 19 the Ave. Is my favourite.,Valid,"The review describes a genuine experience at Burger King, mentioning specific menu items (2 for 1 meals) and a specific location preference. The 4-star rating is consistent with the positive sentiment expressed about the food and service.",,,,Burger King,"Well-known fast-food chain serving grilled burgers, fries & shakes, plus breakfast.","['Restaurant', 'Fast food restaurant']"
