business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Dairy Queen Store,Average DQ,Valid,"The review provides a genuine assessment of the Dairy Queen location with 'Average DQ', which directly relates to the business name and is consistent with the 4-star rating indicating an average experience.",,,,Dairy Queen Store,Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,['Fast food restaurant']
Road Runner Lube & Tune,"Customer service is not very good.
I took a car in there for repairs and was told that a part that i had just had replaced at another shop was no longer working and it would be 1300 to have it replaced. I had to tow the car to the other mechanic just to find that the part was working fine.
I will not be a customer of this business again.",Valid,"The review describes a genuine experience at the auto repair shop, detailing specific interactions with customer service and repair estimates. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the business category and services.",,,,Road Runner Lube & Tune,,['Auto repair shop']
Pride Burger,Don't like that you must go around the building for the bath room,Valid,"The review describes a genuine experience about the restaurant's bathroom accessibility, which is relevant to the dining experience at this hamburger restaurant. The 2-star rating is consistent with the negative feedback about the inconvenient bathroom location.",,,,Pride Burger,,['Hamburger restaurant']
Sage Cafe,Really good food! And plenty of it! 💜💜💜,Valid,"The review describes a genuine dining experience with positive feedback about the food quality and portion size at the restaurant. The 5-star rating is consistent with the positive text, and the content is relevant to an American restaurant.",,,,Sage Cafe,"Sandwiches, pastries & coffee feature at this unassuming pit stop with a plant-covered patio.","['Coffee shop', 'Espresso bar', 'Salad shop', 'Sandwich shop', 'Tea house']"
The Cleaning Authority - North Tarrant County,"We just had our first cleaning and I am so thrilled with the team that came to our house.  I'll be requesting Angie, Liz, and CeCe as the team that cleans our house going forward.  They did a fantastic job!",Valid,"The review describes a genuine cleaning service experience with specific details about the team members (Angie, Liz, and CeCe) and expresses satisfaction with their work. The 5-star rating is consistent with the positive feedback about the house cleaning service.",,,,The Cleaning Authority - North Tarrant County,,['House cleaning service']
"Motel 6 Dallas, TX - South",I found a bed bug at this location I recommend nobody comes here,Valid,"The review describes a specific negative experience (finding a bed bug) at the motel location, which is directly relevant to the accommodation service. The 1-star rating is consistent with the reported poor experience, and the reviewer provides a genuine warning to other potential guests.",,,,"Motel 6 Dallas, TX - South","Relaxed motel with casual rooms & a seasonal outdoor pool, plus free Wi-Fi & morning coffee.","['Motel', 'Hotel']"
Texas,We had by far the most memorable Anniversary dinner here on our 16th anniversary. We would highly recommend it for special occasions and team parties. By far the best North Dallas has to offer,Valid,The review describes a genuine dining experience for a special occasion (16th anniversary) at what appears to be a steakhouse/American restaurant. The positive content about the memorable dinner and recommendation for special occasions is relevant to the restaurant's category and description as a chophouse serving American fare.,,,,Texas,,['Lake']
Preston Village Shopping Center,Did not go inside the stores.,Rant_Without_Visit,"The reviewer explicitly states 'Did not go inside the stores', indicating they did not actually experience the shopping center's services, yet still provided a 4-star rating without any substantive feedback about the location.",,,,Preston Village Shopping Center,"Outdoor shopping complex with varied stores & restaurants, surrounded by multiple parking lots.",['Shopping mall']
MJ's Saloon & Grill,Awesome people. Down home atmosphere. Where you can come and just be yourself. Love yall,Valid,"The review describes a genuine experience at the sports bar/restaurant, praising the atmosphere and people. The positive sentiment aligns with the 5-star rating, and the content is relevant to a bar & grill establishment.",,,,MJ's Saloon & Grill,,"['Sports bar', 'Bar', 'Bar & grill', 'Brunch restaurant', 'Pool hall', 'Pub', 'Restaurant']"
Conroe's Incredible Pizza Company,Do NOT EAT HERE!!!!! DIRTY KITCHEN WITH BUGS!!!,Valid,"The review expresses a genuine negative experience about food safety and cleanliness at the restaurant, which is directly relevant to the business. Despite the extreme tone and 1-star rating, it describes a specific concern (dirty kitchen with bugs) that relates to the dining experience at this buffet restaurant.",,,,Conroe's Incredible Pizza Company,"Family-friendly destination with a pizza/pasta buffet, plus ice skating, bumper cars & mini-golf.","['Amusement center', 'Buffet restaurant']"
Walmart Supercenter,Great deals,Valid,"The review text 'Great deals' is relevant to Walmart Supercenter as it relates to the discount store/department store nature of the business. The 4-star rating is consistent with the positive sentiment, and the comment reflects a genuine shopping experience about pricing.",,,,Walmart Supercenter,,"['Department store', 'Discount store', 'Electronics store', 'Grocery store', 'Supermarket']"
Exclusive Furniture,"Go see Rafi, he gets the job done.",Valid,"The review mentions a specific person (Rafi) who apparently works at the furniture store and provides good service. This is relevant to the business and describes a genuine experience with the staff, which is appropriate for a furniture store review.",,,,Exclusive Furniture,,"['Corporate office', 'Bedroom furniture store', ""Children's furniture store"", 'Mattress store', 'Office furniture store']"
Church's Chicken,"This Church's location was absolutely awful, they could not get our order correctly even though it was an extremely simple order they messed it up and shorted us on a bunch of our food. We didn't even get a receipt to see if they charged us correctly. The food was undercooked and most of it was inedible. I would not recommend anyone try this location, just go to Popeye's instead.",Valid,"The review describes a genuine dining experience at Church's Chicken with specific details about incorrect orders, missing food items, lack of receipt, and undercooked food. The 1-star rating is consistent with the detailed negative experience described.",,,,Church's Chicken,"Fast-food chain offering fried chicken, sandwiches, wings & Southern-influenced sides.","['Chicken restaurant', 'Family restaurant', 'Fast food restaurant']"
