business_name,text,predicted_label,prediction_reason,description,category
Quick Quack Car Wash,"Quick quack car wash did not disappoint! 👌the whole process was fast, the staff was great and I even got a dashboard wipe for free:)",Valid,"The review describes a genuine experience at the car wash, mentioning specific services (fast process, staff quality, free dashboard wipe) that are directly relevant to the business category and name. The 5-star rating is consistent with the positive experience described.",,['Car wash']
Singha Thai Cuisine,Awesome,Valid,"The review expresses a positive sentiment with 'Awesome' and a 5-star rating, which is consistent and relevant to evaluating a Thai restaurant experience.",Straightforward Thai cuisine is served in welcoming cafe surrounds filled with traditional art.,"['Thai restaurant', 'Asian restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Southeast Asian restaurant']"
Mister Car Wash,Great service every time I'm there!,Valid,"The review describes a genuine positive experience at the car wash location, with the 5-star rating consistent with the praise for service quality. The text is directly relevant to the car wash business category.",,['Car wash']
The Green Pig Pub,"One if the best in SL,UT....",Valid,"The review expresses a positive opinion about the establishment with a 5-star rating. While brief, the text 'One if the best in SL,UT' (likely referring to Salt Lake City, Utah) is relevant to rating the pub/restaurant experience and aligns with the business category and description.","TV-filled sports bar serving beers, cocktails & pub grub in a buzzy space with live music & trivia.","['Restaurant', 'Bar', 'Night club', 'Pub', 'Sports bar']"
Hobby Lobby,They have everything you need and more!,Valid,"The review describes a positive shopping experience at Hobby Lobby, mentioning they have 'everything you need and more' which is relevant to a craft/hobby store that carries various arts & crafts materials. The 5-star rating is consistent with the positive sentiment.",,['Photography service']
The Shoppes at Zion,Super fun and love shopping here!,Valid,The review describes a genuine shopping experience at the mall with positive sentiment that matches the 5-star rating and is directly relevant to the business category and description.,"Open-air mall with familiar chain stores, outlets & independent boutiques, plus casual eateries.",['Shopping mall']
Bawarchi - Salt Lake City,"Absolutely horrible smelling food! I ordered dosa via doordash and the food is smelling of few days old batter. The dosa was also not cooked properly,  either way it was not edible.

I called the restaurant to tell them that they are selling spoilt food, they said someone will call call back and they never called back.

It is very annoying when someone sells you rotten smelling food after taking money for it !!!",Valid,"The review describes a genuine experience ordering food from this Indian restaurant via DoorDash. The reviewer provides specific details about the dosa quality, smell, cooking issues, and their attempt to contact the restaurant. The 1-star rating is consistent with the negative experience described.",,"['Indian restaurant', 'Halal restaurant', 'Indian Muslim restaurant', 'Indian sizzler restaurant', 'Indian takeaway', 'Modern Indian restaurant', 'Restaurant', 'Vegetarian restaurant']"
Dede's,Great home cooked food in a little quaint out of the way spot. The prices are fabulous.  .99 coffee too!,Valid,"The review describes a genuine dining experience at an American restaurant, mentioning specific aspects like home cooked food, pricing, and coffee. The 3-star rating is consistent with a mixed but generally positive experience, and the content is directly relevant to the restaurant.",,['American restaurant']
Vertical Diner (Open For Dine-In),Outstanding vegan food!!! The best dairy free sundae with a gluten free brownie that I will have in quite some time.,Valid,"The review describes a genuine dining experience at a vegan/vegetarian restaurant, specifically mentioning vegan food, dairy-free sundae, and gluten-free brownie, which aligns perfectly with the business category and description. The 5-star rating is consistent with the enthusiastic positive feedback.",Buzzy bar & eatery preparing seasonal vegetarian small plates & craft cocktails in casual surrounds.,"['Vegan restaurant', 'American restaurant', 'Breakfast restaurant', 'Brunch restaurant', 'Gluten-free restaurant', 'Vegetarian restaurant']"
Bryce Canyon Villas,"Very nice! Super clean and nice cabin! The hosts were very nice and accommodating to our needs. We were pleasantly surprised with how nice the interior was. We enjoyed the sitting area and lawn, with the lawn toys as well. Highly recommend 👌",Valid,"The review describes a genuine stay experience at the cabin rental, mentioning specific details like cleanliness, interior quality, hosts' service, sitting area, lawn, and toys. The 5-star rating is consistent with the positive experience described, and the content is highly relevant to the cabin rental business.","Warm wood cabins offering TVs, kitchenettes & fireplaces, plus private decks with gas BBQs.",['Cabin rental agency']
