business_name,text,predicted_label,prediction_reason,description,category
Taco Bell,The drive thru was quick and the lady at the window was very friendly and helpful!,Valid,"The review describes a genuine experience at Taco Bell, mentioning specific aspects like drive-thru service and staff friendliness. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the fast-food restaurant.","Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
INDIA VILLAGE,"The fresh naan was tasty. I enjoyed it however, nothing else really stood out in taste. It's a small restaurant open on Mondays. I intended to go somewhere else but that place is closes on Mondays, and found this place by chance.",Valid,"The review describes a genuine dining experience at the Indian restaurant, mentioning specific food items (fresh naan), taste evaluation, restaurant size, operating hours, and the circumstances of their visit. The 2-star rating is consistent with the mixed feedback about the food quality.",,"['Indian restaurant', 'Buffet restaurant', 'Fine dining restaurant', 'Vegan restaurant']"
Tulsa Flea Market,Always a great selection of top notch antiques. It's like a history lesson every time I go,Valid,"The review describes a genuine experience at the flea market, mentioning specific aspects like antiques and comparing it to a history lesson, which is relevant to what one would expect at a flea market. The 5-star rating is consistent with the positive text.",,['Flea market']
Torchys Tacos,A little pricey but very good.,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on both price and food quality, which is directly relevant to Torchy's Tacos as a Mexican restaurant. The 4-star rating aligns with the balanced feedback.","Buzzy chain serving Mexican street-food-style tacos in inventive varieties, including for breakfast.","['Mexican restaurant', 'Fast food restaurant', 'Vegetarian restaurant']"
Bombay Liquor & Beverage,"Always have plenty of 30pk 6% RedPeak, and ice cold 6pks ready to go! Buy the right thing and the Right amount and u might get lucky with a 10% discount!",Advertisement,The review contains promotional language including 'discount' and reads more like advertising copy promoting specific products and deals rather than sharing a genuine customer experience.,,"['Liquor store', 'Cigar shop']"
Dairy Queen Grill & Chill,Went thru the drive thru. Nice people and moved quickly.,Valid,"The review describes a genuine experience at the Dairy Queen location, mentioning the drive-thru service, staff friendliness, and service speed. The 5-star rating is consistent with the positive feedback about the experience.",Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,"['Fast food restaurant', 'Ice cream shop']"
Petco,Cashier was very helpful and made sure I was receiving my points!,Valid,"The review describes a genuine customer service experience at Petco, mentioning the helpful cashier and loyalty points program, which is relevant to the pet supply store business.","Chain with pet food & supplies, such as toys, beds & apparel (many offer pet services & adoptions).","['Pet supply store', 'Bird shop', 'Fish store', 'Pet store', 'Reptile store', 'Tropical fish store']"
Altus Commissary,"Better dairy, meat and poultry prices compared to in-town. They also have better cut choices. Ice cream and deli are comparable to United Supermarkets [the Texas kind, not the Oklahoma ones...].  The staff are very pleasant and helpful when you are looking for particular items. I haven't had a bad experience there yet. Even with surcharge, sometimes it truly pays to shop at your DECCA Commissary.",Valid,"The review provides a detailed and genuine assessment of a grocery store/commissary, comparing prices, product quality, and service to other local supermarkets. The 4-star rating aligns with the positive but balanced feedback about the shopping experience.",,"['Grocery store', 'Supermarket']"
Waffle Champion,To be honest I was skeptical of this place at first. I mean the cornerstone of the dishes are the waffles and I'm not much a fan of them. I have to say that Waffle Champion has turned this view around. Their waffles are awesome. I had the fried chicken and waffles and it was freaking good. The fried chicken was probably some of the best I've had in a while. It was so moist but yet crispy on the outside.  The portion size is acceptable. The restaurant itself it pretty modern looking and interesting. The staff were friendly. My only complaint is the price. It was a little higher priced than what I was expecting.,Valid,"The review provides a detailed and genuine experience about visiting Waffle Champion, describing specific dishes (fried chicken and waffles), food quality, portion size, restaurant atmosphere, staff service, and pricing. The 4-star rating is consistent with the overall positive review that includes both praise and constructive criticism.","Counter-serve eatery featuring unique waffle sandwiches in casual, airy digs with outdoor seating.","['American restaurant', 'Breakfast restaurant']"
50's Diner,"Breakfast, best I've had ever. Burgers are great as well.",Valid,"The review describes a genuine dining experience at the American restaurant, specifically mentioning breakfast and burgers which are relevant to the diner's food offerings. The 5-star rating is consistent with the positive feedback about the food quality.",,['American restaurant']
Grateful Head Pizza Oven & Tap Room,"Total confusion is how I would describe the staff... We had a group of seven, the hostess walks us around aimlessly for about 5 minutes, then takes us near a table for four, stands there, then turns and asks how many of us there are... Then just kind of walked off and left us at the table for only 4... So we saw two tables outside that were open and with enough seats there, so we asked one of the waitresses if we could sit there and they told us yes, finally... It was then another 20 minutes before a waitress showed up to take our drink orders a beer and water for everyone... We only EVER got 4 waters, and when we reminded her that we still needed 3 more when she brought out the first few people's beer, she disappeared for another 10 minutes, and finally came back with the last two people's beers, but still no waters. Then she said she would be right back to take our food order... She arrives back to our daily about 10 minutes later again... We now have been seated for 45 minutes and just finally getting asked about our food order. After that the meal was pretty fine, food was good, and we got our check shortly after that... But what we hoped would be a quick late lunch turned into an almost 2 hour affair.",Valid,"The review describes a detailed dining experience at the restaurant, including specific interactions with staff, service issues, and food quality. Despite the negative 2-star rating, it provides genuine feedback about the restaurant's service and is clearly relevant to the pizza restaurant/sports bar business.","Rustic cabin eatery featuring creative pizzas & beer, plus a patio, a gift shop & live music.","['Pizza restaurant', 'Cigar shop', 'Souvenir store', 'Sports bar']"
